transaction_id,user_id,user_segment,purchase_datetime,showtime_datetime,day_type,movie,genre,cinema,ticket_type,num_tickets,unit_price,combo_revenue,total_revenue,payment_method,voucher_used,status
TXN001655,U14551,VIP,5/2/2026 0:29,5/8/2026 23:29,Weekday,Fast X Final,Action,Galaxy Sala,3D,4,"110,000",0,"440,000",wallet,0,Success
TXN001656,U61232,Member,3/19/2026 1:09,3/20/2026 2:09,Weekday,Smile 3,Horror,Lotte Landmark,VIP,3,"140,000",0,"420,000",wallet,0,Success
TXN001657,U77446,Regular,1/12/2026 21:15,1/18/2026 2:15,Weekend,Wicked 2,Musical,Galaxy Nguyen Du,Standard,6,"75,000",0,"450,000",wallet,0,Success
TXN001658,U90084,Regular,2/13/2026 11:47,2/21/2026 9:47,Weekend,Inside Out 3,Animation,Galaxy Sala,VIP,2,"145,000",0,"290,000",wallet,0,Success
TXN001659,U33458,Regular,3/4/2026 4:33,3/9/2026 17:33,Weekday,Wicked 2,Musical,CGV Vincom,VIP,2,"140,000","49,000","329,000",wallet,"30,000",Success
TXN001660,U94443,Member,2/23/2026 5:45,3/3/2026 0:45,Weekday,The Conjuring 4,Horror,BHD Pham Hung,Couple,6,"270,000","49,000","1,669,000",bank,0,Success
TXN001661,U13732,Regular,3/17/2026 9:11,3/25/2026 4:11,Weekday,Moana 2,Animation,Galaxy Nguyen Du,Couple,2,"265,000",0,"530,000",vietQR,0,Success
TXN001662,U60017,New,3/23/2026 4:11,3/31/2026 22:11,Weekday,Wicked 2,Musical,CGV Aeon Mall,Standard,4,"75,000",0,"300,000",wallet,"10,000",Success
TXN001663,U82384,Regular,5/2/2026 4:56,5/8/2026 17:56,Weekday,Smile 3,Horror,BHD Pham Hung,Couple,3,"270,000","49,000","859,000",vietQR,"50,000",Refunded
TXN001664,U21315,VIP,4/7/2026 11:11,4/13/2026 22:11,Weekday,Smile 3,Horror,Lotte Cinema Q7,Couple,2,"265,000","189,000","719,000",bank,"20,000",Success
TXN001665,U56599,Member,5/29/2026 13:23,6/5/2026 6:23,Weekday,Deadpool 4,Action,CGV Aeon Mall,IMAX,2,"160,000","189,000","509,000",wallet,0,Success
TXN001666,U11943,New,4/14/2026 22:30,4/20/2026 5:30,Weekday,Smile 3,Horror,Lotte Landmark,Couple,2,"260,000",0,"520,000",bank,0,Success
TXN001667,U61479,Regular,3/21/2026 1:47,3/23/2026 6:47,Weekday,Smile 3,Horror,Galaxy Nguyen Du,Couple,2,"260,000","189,000","709,000",wallet,0,Success
TXN001668,U25687,New,3/9/2026 7:32,3/11/2026 15:32,Weekday,La La Land 2,Romance,Galaxy Sala,Standard,2,"85,000","129,000","299,000",bank,0,Success
TXN001669,U40410,New,5/29/2026 6:16,6/1/2026 5:16,Weekday,Oppenheimer II,Drama,BHD Pham Hung,Standard,4,"75,000","129,000","429,000",bank,0,Success
TXN001670,U50138,Member,3/1/2026 2:13,3/7/2026 15:13,Weekend,Joker 3,Crime,CGV Aeon Mall,Standard,2,"85,000",0,"170,000",wallet,0,Success
TXN001671,U60319,Member,3/21/2026 8:34,3/30/2026 1:34,Weekday,The Conjuring 4,Horror,Galaxy Nguyen Du,VIP,2,"150,000",0,"300,000",vietQR,0,Success
TXN001672,U27982,Regular,5/26/2026 21:24,5/29/2026 19:24,Weekday,Nha Ba Nu 2,Comedy,Lotte Landmark,IMAX,2,"170,000",0,"340,000",vietQR,0,Success
TXN001673,U48232,Regular,3/30/2026 21:38,4/7/2026 22:38,Weekday,Dune: Part Three,Sci-Fi,CGV Aeon Mall,IMAX,1,"160,000",0,"160,000",wallet,0,Success
TXN001674,U65885,New,5/16/2026 15:03,5/25/2026 21:03,Weekday,Mai 2,Drama,Galaxy Nguyen Du,VIP,2,"140,000","49,000","329,000",bank,0,Success
TXN001675,U52092,New,4/9/2026 2:25,4/13/2026 18:25,Weekday,Mai 2,Drama,Galaxy Nguyen Du,VIP,5,"150,000",0,"750,000",bank,0,Success
TXN001676,U68064,Regular,2/26/2026 7:04,3/1/2026 2:04,Weekend,Mai 2,Drama,Lotte Cinema Q7,3D,2,"110,000","49,000","269,000",wallet,0,Refunded
TXN001677,U88589,Member,5/10/2026 2:14,5/13/2026 8:14,Weekday,Moana 2,Animation,BHD Pham Hung,VIP,1,"150,000",0,"150,000",vietQR,0,Success
TXN001678,U43598,Member,1/15/2026 4:32,1/24/2026 22:32,Weekend,Moana 2,Animation,Galaxy Nguyen Du,Couple,3,"265,000","129,000","924,000",wallet,"20,000",Success
TXN001679,U72975,New,2/23/2026 13:24,2/26/2026 1:24,Weekday,Mai 2,Drama,Galaxy Nguyen Du,VIP,1,"140,000",0,"140,000",vietQR,0,Success
TXN001680,U67343,New,3/13/2026 22:50,3/14/2026 5:50,Weekend,Gladiator III,Action,Lotte Landmark,Standard,6,"75,000","129,000","579,000",wallet,0,Success
TXN001681,U87844,Regular,4/21/2026 17:24,4/29/2026 14:24,Weekday,Nha Ba Nu 2,Comedy,CGV Aeon Mall,Standard,3,"75,000","49,000","274,000",wallet,0,Success
TXN001682,U94131,VIP,1/6/2026 3:10,1/6/2026 17:10,Weekday,Dune: Part Three,Sci-Fi,Lotte Landmark,Standard,2,"80,000","129,000","289,000",vietQR,0,Success
TXN001683,U85791,Regular,2/2/2026 17:04,2/11/2026 22:04,Weekday,Moana 2,Animation,CGV Vincom,VIP,1,"140,000",0,"140,000",vietQR,0,Success
TXN001684,U16053,Regular,1/18/2026 15:25,1/19/2026 7:25,Weekday,The Conjuring 4,Horror,CGV Aeon Mall,IMAX,1,"170,000","129,000","299,000",wallet,0,Success
TXN001685,U43804,Member,2/13/2026 18:22,2/21/2026 17:22,Weekend,Oppenheimer II,Drama,BHD Star Bitexco,Couple,2,"260,000","189,000","709,000",bank,0,Success
TXN001686,U35661,Regular,5/24/2026 4:49,5/25/2026 16:49,Weekday,Joker 3,Crime,CGV Vincom,Standard,6,"75,000","89,000","539,000",vietQR,0,Failed
TXN001687,U49014,VIP,5/3/2026 0:22,5/5/2026 7:22,Weekday,Oppenheimer II,Drama,CGV Aeon Mall,3D,4,"110,000",0,"440,000",wallet,0,Success
TXN001688,U77742,New,1/25/2026 16:18,1/29/2026 17:18,Weekday,Nha Ba Nu 2,Comedy,Lotte Landmark,Standard,1,"75,000","89,000","164,000",wallet,0,Success
TXN001689,U41570,Regular,2/13/2026 14:18,2/13/2026 17:18,Weekday,The Conjuring 4,Horror,Lotte Landmark,VIP,1,"145,000","49,000","194,000",wallet,0,Success
TXN001690,U34051,New,3/18/2026 18:58,3/26/2026 22:58,Weekday,Fast X Final,Action,Lotte Cinema Q7,Standard,3,"75,000",0,"225,000",wallet,"10,000",Success
TXN001691,U17201,New,4/2/2026 4:22,4/6/2026 19:22,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,Standard,3,"75,000","89,000","314,000",bank,0,Success
TXN001692,U50610,Member,5/10/2026 11:55,5/19/2026 14:55,Weekday,Oppenheimer II,Drama,Galaxy Sala,Couple,3,"260,000","129,000","909,000",wallet,"10,000",Success
TXN001693,U96548,Regular,5/16/2026 23:48,5/23/2026 18:48,Weekend,The Conjuring 4,Horror,Lotte Cinema Q7,VIP,6,"145,000",0,"870,000",bank,0,Success
TXN001694,U49503,VIP,5/13/2026 18:55,5/16/2026 13:55,Weekend,Moana 2,Animation,CGV Aeon Mall,3D,2,"110,000","49,000","269,000",wallet,"10,000",Success
TXN001695,U33997,Regular,1/21/2026 18:57,1/28/2026 5:57,Weekday,Inside Out 3,Animation,Galaxy Sala,Standard,3,"85,000","129,000","384,000",wallet,0,Failed
TXN001696,U66076,Member,4/21/2026 5:08,4/28/2026 5:08,Weekday,Moana 2,Animation,Lotte Landmark,Standard,2,"75,000",0,"150,000",wallet,0,Success
TXN001697,U47937,Regular,1/20/2026 13:38,1/21/2026 16:38,Weekday,Fast X Final,Action,BHD Pham Hung,3D,2,"110,000","89,000","309,000",bank,0,Success
TXN001698,U36606,Regular,3/7/2026 12:51,3/12/2026 14:51,Weekday,Joker 3,Crime,Galaxy Nguyen Du,3D,1,"110,000",0,"110,000",wallet,0,Success
TXN001699,U78198,New,5/14/2026 8:10,5/23/2026 11:10,Weekend,Nha Ba Nu 2,Comedy,CGV Aeon Mall,Standard,3,"75,000","129,000","354,000",vietQR,"10,000",Success
TXN001700,U95123,Regular,1/18/2026 8:16,1/25/2026 22:16,Weekend,Moana 2,Animation,Lotte Cinema Q7,Standard,2,"75,000",0,"150,000",bank,0,Failed
TXN001701,U94280,Member,5/20/2026 16:46,5/30/2026 15:46,Weekend,Joker 3,Crime,Galaxy Sala,Standard,2,"85,000",0,"170,000",wallet,"50,000",Success
TXN001702,U71312,Member,2/5/2026 16:22,2/7/2026 13:22,Weekend,Oppenheimer II,Drama,BHD Pham Hung,Couple,2,"260,000","49,000","569,000",wallet,0,Success
TXN001703,U61922,Regular,1/17/2026 13:56,1/25/2026 0:56,Weekend,Avengers: Secret Wars,Action,CGV Vincom,VIP,2,"140,000","49,000","329,000",wallet,0,Failed
TXN001704,U22905,Member,2/23/2026 21:35,2/26/2026 9:35,Weekday,Fast X Final,Action,Lotte Landmark,3D,2,"110,000","189,000","409,000",vietQR,"20,000",Success
TXN001705,U78177,Regular,4/13/2026 12:44,4/19/2026 13:44,Weekend,La La Land 2,Romance,CGV Aeon Mall,Standard,4,"75,000",0,"300,000",wallet,0,Success
TXN001706,U75742,Regular,5/20/2026 22:46,5/25/2026 12:46,Weekday,Deadpool 4,Action,Galaxy Sala,Standard,2,"80,000","89,000","249,000",bank,0,Success
TXN001707,U50483,Regular,4/30/2026 2:19,5/5/2026 14:19,Weekday,Oppenheimer II,Drama,CGV Aeon Mall,Standard,6,"75,000","49,000","499,000",bank,0,Success
TXN001708,U32638,New,2/8/2026 20:12,2/9/2026 21:12,Weekday,Oppenheimer II,Drama,Lotte Landmark,Standard,4,"85,000","49,000","389,000",bank,0,Success
TXN001709,U96246,Member,5/16/2026 6:28,5/17/2026 9:28,Weekend,La La Land 2,Romance,Lotte Landmark,Standard,1,"75,000",0,"75,000",vietQR,"10,000",Refunded
TXN001710,U26318,Regular,5/13/2026 16:21,5/22/2026 11:21,Weekday,Mai 2,Drama,BHD Star Bitexco,VIP,6,"140,000",0,"840,000",wallet,0,Success
TXN001711,U10286,VIP,4/28/2026 16:02,5/1/2026 13:02,Weekday,Dune: Part Three,Sci-Fi,Galaxy Sala,Standard,2,"75,000",0,"150,000",wallet,0,Success
TXN001712,U34049,Regular,1/19/2026 9:17,1/22/2026 13:17,Weekday,Joker 3,Crime,CGV Vincom,IMAX,2,"160,000","89,000","409,000",wallet,"10,000",Success
TXN001713,U68535,Regular,2/23/2026 10:26,2/27/2026 22:26,Weekday,Dune: Part Three,Sci-Fi,CGV Aeon Mall,Couple,2,"265,000",0,"530,000",bank,"30,000",Success
TXN001714,U96071,Member,3/28/2026 4:56,4/1/2026 5:56,Weekday,Moana 2,Animation,CGV Vincom,VIP,5,"140,000",0,"700,000",wallet,0,Success
TXN001715,U15605,Regular,1/28/2026 20:10,1/30/2026 15:10,Weekday,La La Land 2,Romance,BHD Star Bitexco,3D,2,"110,000",0,"220,000",vietQR,0,Success
TXN001716,U78727,Regular,5/25/2026 19:45,6/4/2026 2:45,Weekday,Deadpool 4,Action,Lotte Landmark,3D,2,"115,000","189,000","419,000",vietQR,0,Success
TXN001717,U93425,VIP,3/6/2026 11:21,3/16/2026 3:21,Weekday,Fast X Final,Action,BHD Pham Hung,Standard,5,"85,000",0,"425,000",vietQR,0,Success
TXN001718,U58065,Regular,4/21/2026 4:15,4/25/2026 9:15,Weekend,Moana 2,Animation,Galaxy Sala,Standard,5,"75,000",0,"375,000",wallet,0,Success
TXN001719,U84211,Member,4/5/2026 18:20,4/9/2026 17:20,Weekday,The Conjuring 4,Horror,CGV Aeon Mall,Couple,3,"260,000",0,"780,000",vietQR,0,Success
TXN001720,U78264,New,3/19/2026 15:18,3/24/2026 17:18,Weekday,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,3D,1,"110,000","89,000","199,000",wallet,0,Success
TXN001721,U18176,Regular,3/2/2026 8:46,3/5/2026 3:46,Weekday,Deadpool 4,Action,Galaxy Sala,Couple,3,"265,000","89,000","884,000",wallet,"30,000",Success
TXN001722,U19034,Member,1/20/2026 10:29,1/28/2026 1:29,Weekday,Joker 3,Crime,Lotte Landmark,VIP,1,"140,000",0,"140,000",bank,0,Success
TXN001723,U95015,New,1/1/2026 23:58,1/4/2026 18:58,Weekend,Fast X Final,Action,Lotte Cinema Q7,Standard,1,"75,000","89,000","164,000",wallet,0,Success
TXN001724,U38179,Regular,3/28/2026 12:17,4/5/2026 16:17,Weekend,Inside Out 3,Animation,Lotte Landmark,Couple,2,"260,000","89,000","609,000",vietQR,0,Success
TXN001725,U20965,Regular,3/20/2026 7:52,3/24/2026 16:52,Weekday,Inside Out 3,Animation,BHD Star Bitexco,Standard,6,"80,000",0,"480,000",vietQR,"50,000",Success
TXN001726,U20061,Regular,4/22/2026 1:02,4/29/2026 23:02,Weekday,La La Land 2,Romance,Lotte Landmark,Standard,2,"85,000",0,"170,000",wallet,0,Success
TXN001727,U41773,Member,2/12/2026 1:01,2/17/2026 6:01,Weekday,Smile 3,Horror,BHD Pham Hung,VIP,2,"145,000","89,000","379,000",bank,0,Success
TXN001728,U22440,New,3/4/2026 18:11,3/8/2026 1:11,Weekend,Avengers: Secret Wars,Action,Lotte Landmark,3D,6,"120,000","49,000","769,000",wallet,0,Success
TXN001729,U73958,Regular,4/2/2026 2:35,4/2/2026 9:35,Weekday,Oppenheimer II,Drama,Galaxy Sala,Standard,3,"75,000",0,"225,000",bank,0,Success
TXN001730,U39132,Member,1/2/2026 3:10,1/10/2026 18:10,Weekend,Dune: Part Three,Sci-Fi,Lotte Cinema Q7,Standard,1,"75,000",0,"75,000",wallet,0,Success
TXN001731,U63465,Regular,4/28/2026 20:43,5/2/2026 23:43,Weekend,Mai 2,Drama,BHD Star Bitexco,3D,5,"110,000","89,000","639,000",wallet,0,Failed
TXN001732,U15011,Regular,2/9/2026 15:16,2/17/2026 1:16,Weekday,Moana 2,Animation,Lotte Cinema Q7,Standard,2,"80,000",0,"160,000",wallet,0,Success
TXN001733,U56769,Regular,3/14/2026 7:44,3/24/2026 5:44,Weekday,Smile 3,Horror,BHD Star Bitexco,Standard,3,"75,000",0,"225,000",wallet,0,Success
TXN001734,U23603,VIP,5/7/2026 7:07,5/13/2026 6:07,Weekday,Gladiator III,Action,Galaxy Nguyen Du,3D,3,"110,000","49,000","379,000",vietQR,0,Success
TXN001735,U96925,New,3/7/2026 9:32,3/7/2026 20:32,Weekend,Mai 2,Drama,Lotte Cinema Q7,Standard,1,"75,000","189,000","264,000",wallet,0,Success
TXN001736,U70782,New,4/24/2026 16:49,5/3/2026 0:49,Weekend,Fast X Final,Action,Lotte Cinema Q7,Standard,4,"75,000",0,"300,000",vietQR,0,Success
TXN001737,U96788,Regular,2/22/2026 1:18,3/2/2026 16:18,Weekday,Nha Ba Nu 2,Comedy,BHD Pham Hung,Couple,2,"265,000",0,"530,000",vietQR,"10,000",Success
TXN001738,U12207,Regular,1/7/2026 17:11,1/11/2026 4:11,Weekend,Dune: Part Three,Sci-Fi,Galaxy Sala,Standard,2,"75,000",0,"150,000",wallet,"50,000",Success
TXN001739,U12398,VIP,1/12/2026 6:02,1/13/2026 13:02,Weekday,Moana 2,Animation,CGV Vincom,Standard,2,"75,000",0,"150,000",bank,0,Success
TXN001740,U32427,Regular,3/11/2026 19:35,3/16/2026 8:35,Weekday,Smile 3,Horror,Lotte Landmark,IMAX,5,"165,000","189,000","1,014,000",wallet,0,Success
TXN001741,U45246,Member,5/8/2026 13:50,5/10/2026 13:50,Weekend,The Conjuring 4,Horror,CGV Vincom,3D,2,"120,000","129,000","369,000",wallet,0,Success
TXN001742,U64173,New,2/3/2026 11:10,2/8/2026 14:10,Weekend,Inside Out 3,Animation,Lotte Cinema Q7,Standard,3,"80,000",0,"240,000",bank,0,Success
TXN001743,U31754,Regular,5/19/2026 19:52,5/25/2026 22:52,Weekday,Avengers: Secret Wars,Action,Lotte Landmark,3D,2,"120,000",0,"240,000",wallet,0,Success
TXN001744,U70178,Member,1/13/2026 0:18,1/17/2026 20:18,Weekend,Nha Ba Nu 2,Comedy,CGV Aeon Mall,VIP,5,"145,000",0,"725,000",vietQR,0,Success
TXN001745,U74013,New,4/30/2026 22:10,5/7/2026 9:10,Weekday,Inside Out 3,Animation,Lotte Landmark,Standard,3,"85,000","129,000","384,000",wallet,"20,000",Refunded
TXN001746,U69898,New,5/2/2026 21:59,5/3/2026 8:59,Weekend,Inside Out 3,Animation,Galaxy Sala,IMAX,5,"170,000","89,000","939,000",wallet,0,Success
TXN001747,U50877,New,1/11/2026 23:37,1/12/2026 21:37,Weekday,Smile 3,Horror,Lotte Cinema Q7,VIP,2,"140,000",0,"280,000",wallet,0,Success
TXN001748,U34366,Regular,2/21/2026 0:35,2/24/2026 4:35,Weekday,Moana 2,Animation,BHD Star Bitexco,Couple,2,"260,000","189,000","709,000",bank,0,Refunded
TXN001749,U86480,Regular,1/18/2026 17:54,1/28/2026 4:54,Weekday,Fast X Final,Action,BHD Star Bitexco,3D,4,"110,000","89,000","529,000",vietQR,"30,000",Success
TXN001750,U23831,New,5/14/2026 3:05,5/22/2026 16:05,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,Standard,1,"80,000",0,"80,000",bank,"20,000",Success
TXN001751,U35826,Regular,2/12/2026 18:47,2/19/2026 17:47,Weekday,Oppenheimer II,Drama,Galaxy Sala,Standard,6,"80,000","129,000","609,000",vietQR,0,Success
TXN001752,U45170,Member,1/26/2026 2:00,1/27/2026 18:00,Weekday,Smile 3,Horror,CGV Vincom,IMAX,2,"160,000",0,"320,000",wallet,0,Success
TXN001753,U49322,VIP,4/7/2026 8:04,4/17/2026 7:04,Weekday,Avengers: Secret Wars,Action,CGV Vincom,IMAX,3,"160,000",0,"480,000",wallet,0,Success
TXN001754,U39045,New,5/28/2026 9:41,6/3/2026 8:41,Weekday,Mai 2,Drama,CGV Vincom,Standard,4,"85,000","129,000","469,000",bank,0,Success
TXN001755,U78000,Regular,2/8/2026 19:02,2/15/2026 12:02,Weekend,Dune: Part Three,Sci-Fi,Galaxy Nguyen Du,Standard,3,"85,000",0,"255,000",wallet,0,Success
TXN001756,U65909,New,2/21/2026 10:03,2/23/2026 4:03,Weekday,Fast X Final,Action,Galaxy Nguyen Du,IMAX,5,"170,000",0,"850,000",vietQR,0,Success
TXN001757,U51109,VIP,4/17/2026 7:21,4/21/2026 2:21,Weekday,Joker 3,Crime,CGV Vincom,3D,2,"110,000",0,"220,000",vietQR,"20,000",Failed
TXN001758,U31107,Member,5/3/2026 4:55,5/3/2026 7:55,Weekend,Inside Out 3,Animation,Galaxy Sala,3D,1,"110,000",0,"110,000",wallet,0,Success
TXN001759,U68026,Regular,4/25/2026 18:38,4/30/2026 17:38,Weekday,Smile 3,Horror,CGV Vincom,3D,2,"110,000","89,000","309,000",vietQR,"10,000",Success
TXN001760,U91532,Regular,5/10/2026 9:57,5/15/2026 17:57,Weekday,Dune: Part Three,Sci-Fi,CGV Vincom,Standard,2,"75,000","49,000","199,000",bank,"10,000",Success
TXN001761,U55900,New,3/18/2026 16:56,3/24/2026 2:56,Weekday,Deadpool 4,Action,Galaxy Sala,Standard,4,"75,000","189,000","489,000",vietQR,0,Success
TXN001762,U41776,Regular,5/10/2026 0:17,5/12/2026 16:17,Weekday,Gladiator III,Action,Galaxy Sala,3D,2,"110,000",0,"220,000",wallet,0,Success
TXN001763,U19063,Member,2/2/2026 2:47,2/2/2026 20:47,Weekday,Gladiator III,Action,Lotte Cinema Q7,Standard,2,"80,000","129,000","289,000",vietQR,0,Success
TXN001764,U27221,Regular,3/17/2026 13:47,3/21/2026 4:47,Weekend,Wicked 2,Musical,Lotte Landmark,IMAX,6,"160,000","189,000","1,149,000",wallet,"30,000",Success
TXN001765,U22604,VIP,2/6/2026 10:26,2/9/2026 3:26,Weekday,Avengers: Secret Wars,Action,Lotte Landmark,3D,2,"110,000",0,"220,000",bank,0,Success
TXN001766,U66627,New,3/24/2026 13:55,3/26/2026 10:55,Weekday,Gladiator III,Action,CGV Vincom,Standard,2,"75,000",0,"150,000",bank,0,Success
TXN001767,U13499,Regular,5/8/2026 9:50,5/10/2026 9:50,Weekend,Dune: Part Three,Sci-Fi,BHD Pham Hung,Couple,2,"265,000","89,000","619,000",wallet,0,Success
TXN001768,U93522,Regular,4/29/2026 6:33,5/2/2026 17:33,Weekend,Fast X Final,Action,Galaxy Sala,3D,3,"110,000","89,000","419,000",wallet,0,Success
TXN001769,U31828,Member,3/31/2026 12:47,4/1/2026 10:47,Weekday,Dune: Part Three,Sci-Fi,BHD Pham Hung,VIP,6,"145,000","89,000","959,000",wallet,"10,000",Success
TXN001770,U52189,Regular,2/18/2026 8:35,2/28/2026 6:35,Weekend,Joker 3,Crime,Galaxy Nguyen Du,Standard,2,"85,000","49,000","219,000",vietQR,0,Success
TXN001771,U75593,Regular,3/29/2026 6:01,4/7/2026 19:01,Weekday,Fast X Final,Action,Lotte Landmark,Couple,2,"260,000","89,000","609,000",vietQR,0,Success
TXN001772,U11522,Member,4/1/2026 22:42,4/7/2026 22:42,Weekday,Smile 3,Horror,Galaxy Sala,3D,6,"110,000",0,"660,000",wallet,0,Success
TXN001773,U38974,Regular,3/23/2026 4:58,3/30/2026 20:58,Weekday,Joker 3,Crime,CGV Aeon Mall,3D,4,"120,000","49,000","529,000",wallet,0,Success
TXN001774,U42420,New,3/24/2026 10:23,4/2/2026 7:23,Weekday,Moana 2,Animation,Galaxy Nguyen Du,Standard,2,"75,000","49,000","199,000",bank,"50,000",Success
TXN001775,U15559,Regular,4/24/2026 0:19,4/28/2026 9:19,Weekday,Fast X Final,Action,CGV Aeon Mall,VIP,1,"145,000",0,"145,000",wallet,"20,000",Success
TXN001776,U93699,Member,2/16/2026 20:38,2/25/2026 2:38,Weekday,Mai 2,Drama,CGV Aeon Mall,3D,3,"110,000","49,000","379,000",bank,"20,000",Success
TXN001777,U23769,Member,3/22/2026 6:26,3/25/2026 18:26,Weekday,Joker 3,Crime,Galaxy Sala,Standard,6,"85,000",0,"510,000",bank,0,Success
TXN001778,U94528,VIP,3/28/2026 2:11,4/1/2026 14:11,Weekday,Mai 2,Drama,BHD Star Bitexco,Standard,6,"75,000","49,000","499,000",wallet,0,Success
TXN001779,U53102,Regular,5/14/2026 0:34,5/22/2026 1:34,Weekday,Fast X Final,Action,Lotte Landmark,Couple,4,"260,000",0,"1,040,000",wallet,0,Success
TXN001780,U19224,Member,3/24/2026 7:48,4/2/2026 13:48,Weekday,Oppenheimer II,Drama,BHD Star Bitexco,3D,2,"110,000",0,"220,000",wallet,0,Success
TXN001781,U15080,Regular,5/26/2026 20:33,6/2/2026 19:33,Weekday,Moana 2,Animation,Lotte Landmark,VIP,2,"140,000","49,000","329,000",wallet,0,Success
TXN001782,U45858,New,4/8/2026 13:27,4/10/2026 19:27,Weekday,Deadpool 4,Action,CGV Vincom,Couple,4,"270,000","49,000","1,129,000",vietQR,"10,000",Success
TXN001783,U81325,Regular,3/8/2026 4:06,3/16/2026 1:06,Weekday,Gladiator III,Action,CGV Aeon Mall,3D,2,"120,000","89,000","329,000",vietQR,0,Failed
TXN001784,U59207,Member,2/2/2026 17:17,2/5/2026 18:17,Weekday,The Conjuring 4,Horror,Lotte Cinema Q7,Couple,3,"270,000","49,000","859,000",bank,0,Success
TXN001785,U12072,Member,3/14/2026 13:48,3/18/2026 5:48,Weekday,Moana 2,Animation,Lotte Landmark,Couple,4,"260,000","49,000","1,089,000",wallet,"10,000",Success
TXN001786,U52287,Member,2/13/2026 12:37,2/23/2026 6:37,Weekday,Oppenheimer II,Drama,BHD Star Bitexco,Couple,4,"270,000","129,000","1,209,000",bank,0,Success
TXN001787,U76650,Regular,4/25/2026 14:37,4/29/2026 14:37,Weekday,Inside Out 3,Animation,Galaxy Sala,3D,2,"110,000","129,000","349,000",wallet,0,Success
TXN001788,U99058,New,2/2/2026 16:51,2/5/2026 10:51,Weekday,Fast X Final,Action,BHD Pham Hung,VIP,2,"140,000",0,"280,000",wallet,0,Success
TXN001789,U36020,New,4/20/2026 12:02,4/27/2026 20:02,Weekday,Mai 2,Drama,Lotte Landmark,Standard,1,"85,000",0,"85,000",bank,"10,000",Success
TXN001790,U55908,Member,4/8/2026 15:00,4/17/2026 14:00,Weekday,Gladiator III,Action,Lotte Cinema Q7,IMAX,4,"170,000",0,"680,000",bank,"10,000",Success
TXN001791,U50766,New,3/30/2026 3:48,4/6/2026 14:48,Weekday,Deadpool 4,Action,BHD Star Bitexco,Standard,5,"85,000",0,"425,000",vietQR,0,Success
TXN001792,U63480,New,3/10/2026 12:23,3/13/2026 0:23,Weekday,Avengers: Secret Wars,Action,BHD Pham Hung,Standard,2,"75,000",0,"150,000",wallet,"20,000",Success
TXN001793,U89190,Regular,2/4/2026 21:21,2/5/2026 6:21,Weekday,The Conjuring 4,Horror,Galaxy Sala,3D,3,"115,000",0,"345,000",wallet,"10,000",Success
TXN001794,U91099,Member,1/5/2026 17:21,1/15/2026 1:21,Weekday,Inside Out 3,Animation,CGV Vincom,Couple,2,"260,000",0,"520,000",wallet,0,Success
TXN001795,U24235,New,5/23/2026 5:40,5/23/2026 17:40,Weekend,The Conjuring 4,Horror,Lotte Cinema Q7,3D,5,"115,000","189,000","764,000",wallet,0,Success
TXN001796,U16153,New,1/19/2026 23:52,1/22/2026 0:52,Weekday,Oppenheimer II,Drama,Lotte Cinema Q7,IMAX,1,"170,000","189,000","359,000",bank,0,Success
TXN001797,U36428,New,3/17/2026 12:04,3/26/2026 0:04,Weekday,Inside Out 3,Animation,BHD Pham Hung,Standard,2,"75,000","49,000","199,000",bank,0,Success
TXN001798,U40407,New,3/15/2026 9:21,3/15/2026 17:21,Weekend,Inside Out 3,Animation,Galaxy Sala,Standard,4,"80,000",0,"320,000",wallet,"10,000",Success
TXN001799,U13135,VIP,5/27/2026 1:32,6/2/2026 12:32,Weekday,Inside Out 3,Animation,Lotte Cinema Q7,IMAX,5,"170,000",0,"850,000",bank,"50,000",Failed
TXN001800,U29811,Regular,2/6/2026 8:51,2/9/2026 22:51,Weekday,Fast X Final,Action,BHD Star Bitexco,3D,2,"115,000",0,"230,000",bank,"10,000",Success
TXN001801,U84971,Regular,5/25/2026 9:00,5/29/2026 20:00,Weekday,Wicked 2,Musical,CGV Vincom,Standard,4,"80,000","49,000","369,000",wallet,0,Success
TXN001802,U55668,Regular,4/27/2026 15:50,5/5/2026 2:50,Weekday,The Conjuring 4,Horror,BHD Pham Hung,Standard,2,"75,000",0,"150,000",bank,"10,000",Success
TXN001803,U93908,Regular,4/15/2026 6:34,4/16/2026 13:34,Weekday,Inside Out 3,Animation,BHD Star Bitexco,3D,4,"115,000","49,000","509,000",vietQR,"50,000",Success
TXN001804,U58068,Member,2/9/2026 16:39,2/16/2026 9:39,Weekday,The Conjuring 4,Horror,Galaxy Nguyen Du,Couple,1,"260,000","89,000","349,000",bank,0,Success
TXN001805,U64254,New,5/11/2026 15:27,5/21/2026 2:27,Weekday,Wicked 2,Musical,BHD Pham Hung,Standard,5,"75,000",0,"375,000",bank,"20,000",Success
TXN001806,U70099,Regular,5/26/2026 6:07,5/28/2026 2:07,Weekday,Nha Ba Nu 2,Comedy,Galaxy Sala,Standard,2,"75,000","89,000","239,000",wallet,0,Success
TXN001807,U39619,Regular,5/29/2026 11:53,6/4/2026 7:53,Weekday,Nha Ba Nu 2,Comedy,BHD Pham Hung,VIP,6,"140,000",0,"840,000",wallet,0,Success
